$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6A
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6B
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6C
$GPGGA,205243.000,3441.8303,N,08635.1214,W,1,07,1.6,179.7,M,-30.4,M,,0000*6D
